drug	genes	question	answer	incorrect_recommendations	concurring_recommendation	llm_answer	bert_score_precision_llm_vs_ref	bert_score_recall_llm_vs_ref	bert_score_f1_llm_vs_ref	bert_score_precision_llm_vs_concurring	bert_score_recall_llm_vs_concurring	bert_score_f1_llm_vs_concurring	bert_score_precision_llm_vs_discordant	bert_score_recall_llm_vs_discordant	bert_score_f1_llm_vs_discordant	oai_embedding_llm_vs_ref	oai_embedding_llm_vs_concurring	oai_embedding_llm_vs_discordant	negation_mpnet_llm_vs_ref	negation_mpnet_llm_vs_concurring	negation_mpnet_llm_vs_discordant	base_mpnet_llm_vs_ref	base_mpnet_llm_vs_concurring	base_mpnet_llm_vs_discordant	roberta_llm_vs_ref	roberta_llm_vs_concurring	roberta_llm_vs_discordant	gte_llm_vs_ref	gte_llm_vs_concurring	gte_llm_vs_discordant	gpt4_llm_vs_ref
aspirin	G6PD	What would be the clinical guidance for someone who is Deficient with CNSHA for G6PD with regards to taking aspirin? Give a 2-3 sentence summary.	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	['Avoid aspirin. Take an alternate therapy.', 'Take aspirin with a reduced dose.', 'Take aspirin with an increased dose.']	Proceed taking aspirin as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are deficient in glucose-6-phosphate dehydrogenase (G6PD) with a Class I or II deficiency (including those with the CNSHA variant) should avoid using aspirin, especially in high doses or for prolonged periods, due to the increased risk of hemolytic anemia. Instead, alternative analgesics or antiplatelet agents may be considered. However, for low-dose aspirin (≤ 100 mg/day) used for cardiovascular prophylaxis, the benefits may outweigh the risks, and close monitoring for hemolysis is recommended.	-0.05762183	0.2499661	0.07980496	-0.15092212	0.19142467	-0.0019716427	tensor(-0.1365)	tensor(0.3029)	tensor(0.0454)	0.46863906166987895	0.5360061510018682	0.4508183629622349	0.49908426	0.59167314	0.54445606	0.5402596	0.5887165	0.4783494	0.57204634	0.5140467	0.37036338	0.54095167	0.5637783	0.50539386	0
aspirin	G6PD	What would be the clinical guidance for someone who is Normal for G6PD with regards to taking aspirin? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status	['Avoid aspirin. Take an alternate therapy.', 'Take aspirin with a reduced dose.', 'Take aspirin with an increased dose.']	Proceed taking aspirin as normal. There is no recommendation.	For individuals who are normal for G6PD (glucose-6-phosphate dehydrogenase), there are no specific contraindications or warnings regarding the use of aspirin. Aspirin can be used in standard doses for its indicated purposes, such as pain relief, anti-inflammation, and cardiovascular prevention, without concerns related to G6PD deficiency. However, it is essential to follow the recommended dosage and monitor for general aspirin-related side effects, such as gastrointestinal upset or bleeding risk.	-0.111862056	0.22470179	0.03566261	-0.09922893	0.33190572	0.0821618	tensor(-0.1374)	tensor(0.2700)	tensor(0.0283)	0.6442917742165191	0.5855745037726067	0.291013348601024	0.52248824	0.60028756	0.21995851	0.47720182	0.58838874	0.1263408	0.35230604	0.5337327	0.043413773	0.58416635	0.5693972	0.33837625	1
atazanavir	UGT1A1	What would be the clinical guidance for someone who is Normal Metabolizer for UGT1A1 with regards to taking atazanavir? Give a 2-3 sentence summary.	There is no need to avoid prescribing of atazanavir based on UGT1A1 genetic test result. Inform the patient that some patients stop atazanavir because of jaundice (yellow eyes and skin), but that this patient's genotype makes this unlikely (less than about a 1 in 20 chance of stopping atazanavir because of jaundice).	['Avoid atazanavir. Take an alternate therapy.', 'Take atazanavir with a reduced dose.', 'Take atazanavir with an increased dose.']	Proceed taking atazanavir as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, a normal metabolizer for UGT1A1 (i.e., *1/*1 or *1/*28 genotype) can receive atazanavir at the standard dose without adjustments, as they are expected to have normal glucuronidation activity. No specific dosage recommendations or warnings are necessary for this genotype. However, it is essential to continue monitoring for atazanavir-associated hyperbilirubinemia, as it can still occur in normal metabolizers.	0.09353154	0.20846269	0.15095012	-0.063334174	0.3740037	0.1211135	tensor(-0.0997)	tensor(0.4298)	tensor(0.1018)	0.7510251285596676	0.6414500928471953	0.6132105652246198	0.674572	0.5306653	0.61266357	0.74465305	0.57406527	0.6482699	0.683014	0.4955374	0.48351327	0.7136859	0.5460849	0.5765461	1
atazanavir	UGT1A1	What would be the clinical guidance for someone who is Poor Metabolizer for UGT1A1 with regards to taking atazanavir? Give a 2-3 sentence summary.	Consider an alternative agent particularly where jaundice would be of concern to the patient. If atazanavir is to be prescribed, there is a high likelihood of developing jaundice that will result in atazanavir discontinuation (at least 20% and as high as 60%).	['Proceed taking atazanavir as normal. There is no recommendation.', 'Take atazanavir with a reduced dose.', 'Take atazanavir with an increased dose.']	Avoid atazanavir. Take an alternate therapy.	According to clinical guidelines, individuals who are poor metabolizers (PMs) for UGT1A1 should avoid taking atazanavir, a protease inhibitor used to treat HIV infection, due to increased risk of hyperbilirubinemia and bilirubin-related adverse events. This is because UGT1A1 is the primary enzyme responsible for glucuronidation of atazanavir, and PMs may experience reduced clearance and increased exposure to the drug. Instead, alternative antiretroviral therapy regimens should be considered to minimize the risk of adverse events.	0.064252384	0.11488626	0.09173063	-0.058671415	0.42176068	0.14053354	tensor(-0.0717)	tensor(0.3516)	tensor(0.0893)	0.6753013349817011	0.6266691843285089	0.6241943652007613	0.63188803	0.5941783	0.52034414	0.5614131	0.5294953	0.6405023	0.5447751	0.5074378	0.5209363	0.59440356	0.667155	0.6180625	1
atazanavir	UGT1A1	What would be the clinical guidance for someone who is Indeterminate for UGT1A1 with regards to taking atazanavir? Give a 2-3 sentence summary.	No recommendation	['Avoid atazanavir. Take an alternate therapy.', 'Take atazanavir with a reduced dose.', 'Take atazanavir with an increased dose.']	Proceed taking atazanavir as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are indeterminate for UGT1A1 (i.e., have a genotype that cannot be clearly classified as normal or deficient) can likely metabolize atazanavir normally, but may still be at increased risk for hyperbilirubinemia. As such, clinicians should closely monitor bilirubin levels and adjust the atazanavir dose or consider alternative therapies if significant hyperbilirubinemia occurs. Regular monitoring of liver function tests and bilirubin levels is recommended to minimize the risk of adverse effects.	-0.32228485	-0.0125944475	-0.18849957	-0.10564147	0.28200442	0.060451817	tensor(-0.0979)	tensor(0.4266)	tensor(0.1144)	0.22049988008806817	0.5952372032240844	0.27681807077981246	0.14119127	0.51987034	0.27900407	0.10558543	0.5736243	0.14376321	-0.039942216	0.41039935	0.14414586	0.2972596	0.5139638	0.4572534	0
atazanavir	UGT1A1	What would be the clinical guidance for someone who is Intermediate Metabolizer for UGT1A1 with regards to taking atazanavir? Give a 2-3 sentence summary.	There is no need to avoid prescribing of atazanavir based on UGT1A1 genetic test result. Inform the patient that some patients stop atazanavir because of jaundice (yellow eyes and skin), but that this patient's genotype makes this unlikely (less than about a 1 in 20 chance of stopping atazanavir because of jaundice).	['Avoid atazanavir. Take an alternate therapy.', 'Take atazanavir with a reduced dose.', 'Take atazanavir with an increased dose.']	Proceed taking atazanavir as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are intermediate metabolizers for UGT1A1 (UGT1A1*1/*28 or UGT1A1*28/*28) may be at increased risk of hyperbilirubinemia when taking atazanavir, a protease inhibitor used to treat HIV infection. The CPIC recommends close monitoring of bilirubin levels in these individuals, and consideration of alternative antiretroviral therapy or reduced atazanavir doses may be necessary. Additionally, the FDA label for atazanavir recommends caution when administering the drug to patients with UGT1A1 polymorphisms, particularly those with the UGT1A1*28 allele.	0.1186397	0.16287483	0.14290656	-0.12472425	0.24415563	0.034291137	tensor(-0.1230)	tensor(0.3689)	tensor(0.0779)	0.7715713121508978	0.5653231741028715	0.6132105652246198	0.6538953	0.45008975	0.61266357	0.7032329	0.47582763	0.6482699	0.6891374	0.45569196	0.48351327	0.74467677	0.4890625	0.5765461	0
atomoxetine	CYP2D6	What would be the clinical guidance for someone who is Normal Metabolizer and activity score = 1.25 for CYP2D6 with regards to taking atomoxetine? Give a 2-3 sentence summary.	Initiate with a dose of 40 mg/day and increase to 80 mg/day after 3 days. If no clinical response and in the absence of adverse events after 2 weeks, consider increasing dose to 100 mg/day. If no clinical response observed after 2 weeks, consider obtaining a peak plasma concentration (1 to 2 hours after dose administered). If <200 ng/mL, consider a proportional increase in dose to approach 400 ng/mL. Dosages greater than 100 mg/day may be needed to achieve target concentrations.	['Proceed taking atomoxetine as normal. There is no recommendation.', 'Avoid atomoxetine. Take an alternate therapy.']	Take atomoxetine with an altered dose.	Based on the pharmacogenomics data, a Normal Metabolizer with a CYP2D6 activity score of 1.25 is expected to have normal enzyme activity, which is associated with typical metabolism of atomoxetine. According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, no dosing adjustment is recommended for atomoxetine in individuals with normal CYP2D6 function. Therefore, the standard dosing regimen for atomoxetine can be used in this patient, with therapeutic monitoring as usual to ensure optimal response and minimize adverse effects.	-0.013139704	-0.054664806	-0.031241227	-0.096073784	0.27702034	0.06502929	tensor(-0.0736)	tensor(0.2854)	tensor(0.0828)	0.5107955211424676	0.613008957449659	0.4182017632778383	0.35892597	0.49173933	0.40674835	0.3099932	0.52644134	0.39670482	0.4442009	0.54573655	0.47296175	0.34216732	0.6276235	0.2939223	0
atomoxetine	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥3.75 for CYP2D6 with regards to taking atomoxetine? Give a 2-3 sentence summary.	Initiate with a dose of 40 mg/day and increase to 80 mg/day after 3 days. If no clinical response and in the absence of adverse events after 2 weeks, consider increasing dose to 100 mg/day. If no clinical response observed after 2 weeks, consider obtaining a peak plasma concentration (1 to 2 hours after dose administered). If <200 ng/mL, consider a proportional increase in dose to approach 400 ng/mL. Dosages greater than 100 mg/day may be needed to achieve target concentrations.	['Proceed taking atomoxetine as normal. There is no recommendation.', 'Avoid atomoxetine. Take an alternate therapy.']	Take atomoxetine with an altered dose.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are ultrarapid metabolizers of CYP2D6 (activity score ≥3.75) may require a lower dose of atomoxetine due to increased metabolism. The recommended starting dose is 0.5 mg/kg/day, with careful titration and monitoring for efficacy and adverse effects. Additionally, close monitoring for signs of increased metabolism, such as inadequate response or reduced efficacy, is recommended.	0.0048871655	0.085376866	0.0465824	-0.12270194	0.3541965	0.07333114	tensor(-0.1239)	tensor(0.2955)	tensor(0.0529)	0.5881228558135247	0.6263984218302266	0.4182017632778383	0.4731909	0.5751791	0.40674835	0.48228714	0.56183505	0.39670482	0.59553826	0.5285795	0.47296175	0.44428238	0.6902487	0.2939223	0
atomoxetine	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥4.0 for CYP2D6 with regards to taking atomoxetine? Give a 2-3 sentence summary.	Initiate with a dose of 40 mg/day and increase to 80 mg/day after 3 days. If no clinical response and in the absence of adverse events after 2 weeks, consider increasing dose to 100 mg/day. If no clinical response observed after 2 weeks, consider obtaining a peak plasma concentration (1 to 2 hours after dose administered). If <200 ng/mL, consider a proportional increase in dose to approach 400 ng/mL. Dosages greater than 100 mg/day may be needed to achieve target concentrations.	['Proceed taking atomoxetine as normal. There is no recommendation.', 'Avoid atomoxetine. Take an alternate therapy.']	Take atomoxetine with an altered dose.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are ultrarapid metabolizers (UM) of CYP2D6 with an activity score ≥ 4.0 should be monitored closely for reduced efficacy of atomoxetine, as they may metabolize the drug too quickly, leading to subtherapeutic levels. Dose adjustment or alternative therapy may be necessary to achieve optimal response. Additionally, close monitoring of therapeutic response and potential side effects is recommended.	-0.0029807081	-0.022532817	-0.009856557	-0.13850427	0.30954507	0.047497053	tensor(-0.1103)	tensor(0.3915)	tensor(0.0942)	0.5556146512587847	0.6180098774805324	0.4182017632778383	0.3845396	0.5280326	0.40674835	0.3162559	0.5516031	0.39670482	0.45710653	0.511612	0.47296175	0.40964386	0.70318913	0.2939223	0
atomoxetine	CYP2D6	What would be the clinical guidance for someone who is Normal Metabolizer and activity score = 1.5 for CYP2D6 with regards to taking atomoxetine? Give a 2-3 sentence summary.	Initiate with a dose of 40 mg/day and increase to 80 mg/day after 3 days. If no clinical response and in the absence of adverse events after 2 weeks, consider increasing dose to 100 mg/day. If no clinical response observed after 2 weeks, consider obtaining a peak plasma concentration (1 to 2 hours after dose administered). If <200 ng/mL, consider a proportional increase in dose to approach 400 ng/mL. Dosages greater than 100 mg/day may be needed to achieve target concentrations.	['Proceed taking atomoxetine as normal. There is no recommendation.', 'Avoid atomoxetine. Take an alternate therapy.']	Take atomoxetine with an altered dose.	Based on the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, a patient who is a Normal Metabolizer (NM) with a CYP2D6 activity score of 1.5 is expected to have normal enzyme activity. For atomoxetine, a CYP2D6 substrate, the CPIC recommends no alteration in the standard dosing regimen, as the patient's normal enzyme activity is unlikely to significantly impact atomoxetine's efficacy or toxicity. Therefore, the patient can be treated with atomoxetine according to the usual dosing recommendations.	-0.067200884	-0.06942264	-0.065165766	-0.1342506	0.3125618	0.05146544	tensor(-0.1223)	tensor(0.2585)	tensor(0.0410)	0.5003508663689621	0.5707180680141066	0.4182017632778383	0.3621726	0.4366284	0.40674835	0.3362244	0.5072993	0.39670482	0.47530827	0.5410887	0.47296175	0.32016188	0.6325229	0.2939223	0
atorvastatin	SLCO1B1	What would be the clinical guidance for someone who is Increased Function for SLCO1B1 with regards to taking atorvastatin? Give a 2-3 sentence summary.	Prescribe desired starting dose and adjust doses based on disease-specific guidelines.	['Avoid atorvastatin. Take an alternate therapy.', 'Take atorvastatin with a reduced dose.', 'Take atorvastatin with an increased dose.']	Proceed taking atorvastatin as normal. There is no recommendation.	For individuals with increased function of the SLCO1B1 gene, which codes for the hepatic uptake transporter OATP1B1, the clinical guidance is to consider a reduced dose of atorvastatin, as they may be more susceptible to statin-induced myotoxicity. This is because increased OATP1B1 function can lead to increased hepatic uptake and higher statin concentrations, increasing the risk of muscle toxicity. A reduced dose or alternative statin may be considered to minimize this risk.	-0.14748487	0.08274162	-0.04122827	-0.12969825	0.24243599	0.030374613	tensor(-0.0930)	tensor(0.4611)	tensor(0.1272)	0.2836944809445249	0.47169042044741527	0.38486914070619466	0.42850834	0.4104805	0.44341806	0.35526854	0.56046164	0.3772863	0.30858573	0.51578885	0.38324484	0.40701082	0.5474956	0.6314302	0
atorvastatin	SLCO1B1	What would be the clinical guidance for someone who is Normal Function for SLCO1B1 with regards to taking atorvastatin? Give a 2-3 sentence summary.	Prescribe desired starting dose and adjust doses based on disease-specific guidelines.	['Avoid atorvastatin. Take an alternate therapy.', 'Take atorvastatin with a reduced dose.', 'Take atorvastatin with an increased dose.']	Proceed taking atorvastatin as normal. There is no recommendation.	For an individual with normal function of the SLCO1B1 gene, which codes for the hepatic uptake transporter OATP1B1, the clinical guidance for taking atorvastatin is that they are expected to have normal statin efficacy and tolerability. They are not at increased risk for myotoxicity or elevated liver enzymes, and standard dosing and monitoring guidelines for atorvastatin can be followed. This means that the patient can be initiated on and maintained at standard doses of atorvastatin, with regular monitoring of lipid profiles and liver enzymes as recommended by the FDA label.	-0.14046721	0.11134091	-0.025581531	-0.0821758	0.26878065	0.071144275	tensor(-0.1063)	tensor(0.3400)	tensor(0.0758)	0.31589562284137007	0.5999525602021157	0.38486914070619466	0.40566683	0.5290997	0.44341806	0.45445064	0.64472556	0.3772863	0.3770165	0.5682266	0.38324484	0.49734312	0.63390136	0.6314302	1
atorvastatin	SLCO1B1	What would be the clinical guidance for someone who is Indeterminate for SLCO1B1 with regards to taking atorvastatin? Give a 2-3 sentence summary.	No recommendation	['Avoid atorvastatin. Take an alternate therapy.', 'Take atorvastatin with a reduced dose.', 'Take atorvastatin with an increased dose.']	Proceed taking atorvastatin as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, an indeterminate result for SLCO1B1 does not provide sufficient information to guide atorvastatin therapy. Therefore, the usual prescribing information and clinical judgment should be used to determine the appropriate dose and monitoring for atorvastatin therapy. No specific dosing adjustments or alternative therapies are recommended based solely on an indeterminate SLCO1B1 result.	-0.22211298	0.12975669	-0.071226336	-0.053650446	0.28215677	0.094508365	tensor(-0.0404)	tensor(0.3849)	tensor(0.1404)	0.26431215106659534	0.5231775825848819	0.2874412334636927	0.204625	0.5329901	0.19976714	0.07911102	0.62822616	0.08437013	0.034144346	0.53411734	0.09674076	0.363959	0.6001668	0.48837376	1
atorvastatin	SLCO1B1	What would be the clinical guidance for someone who is Possible Decreased Function for SLCO1B1 with regards to taking atorvastatin? Give a 2-3 sentence summary.	Prescribe ≤40mg as a starting dose and adjust doses of atorvastatin based on disease-specific guidelines. Prescriber should be aware of possible increased risk for myopathy especially for 40mg dose. If dose >40mg needed for desired efficacy, consider combination therapy (i.e., atorvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391).	['Proceed taking atorvastatin as normal. There is no recommendation.', 'Avoid atorvastatin. Take an alternate therapy.']	Take atorvastatin with an altered dose.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals with possible decreased function of SLCO1B1 (e.g., SLCO1B1*4 or SLCO1B1*5) may have reduced hepatic uptake of atorvastatin, leading to increased systemic exposure and potentially increased risk of myotoxicity. The CPIC recommends considering an alternative statin or reducing the atorvastatin dose in these individuals, especially if they have other risk factors for myotoxicity. Close monitoring of creatine kinase levels and muscle symptoms is also recommended.	0.105080575	0.13749793	0.123669	-0.13376279	0.36970326	0.07048154	tensor(-0.1028)	tensor(0.4560)	tensor(0.1201)	0.6341562622370025	0.5894386210745922	0.6248005278375613	0.52297467	0.51119816	0.61793417	0.56505316	0.5280662	0.71948	0.52622104	0.47293356	0.5779946	0.62766606	0.63928	0.58950794	0
