drug	genes	mode	question	answer	llm_answer	llm_genes	precision	recall
sodium nitrite	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for sodium nitrite? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	There are no known actionable pharmacogenetic guidelines for sodium nitrite that involve specific genes.	['There are no known actionable pharmacogenetic guidelines for sodium nitrite that involve specific genes.']	0.0	0.0
streptomycin	MT-RNR1	clinician	I want to give my patient streptomycin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	SLC47A1;SLC47A2	['SLC47A1', 'SLC47A2']	0.0	0.0
streptomycin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for streptomycin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	There are no actionable pharmacogenetic guidelines involving specific genes for streptomycin as of the last update.	['There are no actionable pharmacogenetic guidelines involving specific genes for streptomycin as of the last update.']	0.0	0.0
succinylcholine	RYR1;CACNA1S	clinician	I want to give my patient succinylcholine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	BCHE;RYR1	['BCHE', 'RYR1']	0.5	0.5
succinylcholine	RYR1;CACNA1S	researcher	What genes have actionable pharmacogenetic guidelines for succinylcholine? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	BCHE	['BCHE']	0.0	0.0
sufentanil	CYP2D6	clinician	I want to give my patient sufentanil. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	OPRM1;COMT;CYP3A4;CYP3A5	['OPRM1', 'COMT', 'CYP3A4', 'CYP3A5']	0.0	0.0
sufentanil	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for sufentanil? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	OPRM1; COMT	['OPRM1', 'COMT']	0.0	0.0
sulfacetamide	G6PD	clinician	I want to give my patient sulfacetamide. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2C9; NAT2	['CYP2C9', 'NAT2']	0.0	0.0
sulfacetamide	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for sulfacetamide? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2C9;UGT1A1	['CYP2C9', 'UGT1A1']	0.0	0.0
sulfadiazine	G6PD	clinician	I want to give my patient sulfadiazine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2C9;NAT2	['CYP2C9', 'NAT2']	0.0	0.0
sulfadiazine	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for sulfadiazine? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2C9; NAT2	['CYP2C9', 'NAT2']	0.0	0.0
sulfadimidine	G6PD	clinician	I want to give my patient sulfadimidine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2C9; NAT2; TPMT	['CYP2C9', 'NAT2', 'TPMT']	0.0	0.0
sulfadimidine	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for sulfadimidine? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2C9; NAT2	['CYP2C9', 'NAT2']	0.0	0.0
sulfamethoxazole / trimethoprim	G6PD	clinician	I want to give my patient sulfamethoxazole / trimethoprim. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2C9; CYP2C8; SLCO1B1; SLCO1B3	['CYP2C9', 'CYP2C8', 'SLCO1B1', 'SLCO1B3']	0.0	0.0
sulfamethoxazole / trimethoprim	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for sulfamethoxazole / trimethoprim? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2C9; HLA-B	['CYP2C9', 'HLA-B']	0.0	0.0
sulfanilamide	G6PD	clinician	I want to give my patient sulfanilamide. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	NAT2; CYP2C9	['NAT2', 'CYP2C9']	0.0	0.0
sulfanilamide	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for sulfanilamide? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2C9; VKORC1	['CYP2C9', 'VKORC1']	0.0	0.0
sulfasalazine	G6PD	clinician	I want to give my patient sulfasalazine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	NAT2;TPMT	['NAT2', 'TPMT']	0.0	0.0
sulfasalazine	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for sulfasalazine? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	NAT2	['NAT2']	0.0	0.0
sulfisoxazole	G6PD	clinician	I want to give my patient sulfisoxazole. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD; NAT2	['G6PD', 'NAT2']	0.5	1.0
sulfisoxazole	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for sulfisoxazole? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2C9; UGT1A1	['CYP2C9', 'UGT1A1']	0.0	0.0
tacrolimus	CYP3A5	clinician	I want to give my patient tacrolimus. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP3A5	CYP3A5; CYP3A4; ABCB1	['CYP3A5', 'CYP3A4', 'ABCB1']	0.3333333333333333	1.0
tacrolimus	CYP3A5	researcher	What genes have actionable pharmacogenetic guidelines for tacrolimus? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP3A5	CYP3A5; CYP3A4	['CYP3A5', 'CYP3A4']	0.5	1.0
tafenoquine	G6PD	clinician	I want to give my patient tafenoquine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD	['G6PD']	1.0	1.0
tafenoquine	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for tafenoquine? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2D6	['CYP2D6']	0.0	0.0
tamoxifen	CYP2D6	clinician	I want to give my patient tamoxifen. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6;CYP3A4;CYP3A5;CYP2C19;SULT1A1;UGT2B15;UGT2B7	['CYP2D6', 'CYP3A4', 'CYP3A5', 'CYP2C19', 'SULT1A1', 'UGT2B15', 'UGT2B7']	0.14285714285714285	1.0
tamoxifen	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for tamoxifen? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6;CYP2C19;SULT1A1	['CYP2D6', 'CYP2C19', 'SULT1A1']	0.3333333333333333	1.0
tegafur	DPYD	clinician	I want to give my patient tegafur. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	DPYD	DPYD; CYP2A6; UGT1A1	['DPYD', 'CYP2A6', 'UGT1A1']	0.3333333333333333	1.0
tegafur	DPYD	researcher	What genes have actionable pharmacogenetic guidelines for tegafur? Please respond with nothing but a list of gene symbols delimited by ';'.	DPYD	DPYD; UGT1A1	['DPYD', 'UGT1A1']	0.5	1.0
tenoxicam	CYP2C9	clinician	I want to give my patient tenoxicam. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9;UGT2B7	['CYP2C9', 'UGT2B7']	0.5	1.0
tenoxicam	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for tenoxicam? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9	['CYP2C9']	1.0	1.0
thioguanine	TPMT;NUDT15	clinician	I want to give my patient thioguanine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	TPMT;NUDT15	TPMT;NUDT15	['TPMT', 'NUDT15']	1.0	1.0
thioguanine	TPMT;NUDT15	researcher	What genes have actionable pharmacogenetic guidelines for thioguanine? Please respond with nothing but a list of gene symbols delimited by ';'.	TPMT;NUDT15	TPMT; NUDT15	['TPMT', 'NUDT15']	1.0	1.0
tobramycin	MT-RNR1	clinician	I want to give my patient tobramycin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	SLC22A2; ABCB1; MDR1	['SLC22A2', 'ABCB1', 'MDR1']	0.0	0.0
tobramycin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for tobramycin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	There are no specific pharmacogenetic guidelines for tobramycin involving actionable gene symbols.	['There are no specific pharmacogenetic guidelines for tobramycin involving actionable gene symbols.']	0.0	0.0
tolazamide	G6PD	clinician	I want to give my patient tolazamide. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2C9;UGT1A9	['CYP2C9', 'UGT1A9']	0.0	0.0
tolazamide	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for tolazamide? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2C9	['CYP2C9']	0.0	0.0
tolbutamide	G6PD	clinician	I want to give my patient tolbutamide. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2C9;POR	['CYP2C9', 'POR']	0.0	0.0
tolbutamide	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for tolbutamide? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2C9	['CYP2C9']	0.0	0.0
toluidine blue	G6PD	clinician	I want to give my patient toluidine blue. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	UGT1A1; ABCB1; CYP3A4	['UGT1A1', 'ABCB1', 'CYP3A4']	0.0	0.0
toluidine blue	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for toluidine blue? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	No known genes have actionable pharmacogenetic guidelines for toluidine blue.	['No known genes have actionable pharmacogenetic guidelines for toluidine blue.']	0.0	0.0
tramadol	CYP2D6	clinician	I want to give my patient tramadol. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6;OPRM1	['CYP2D6', 'OPRM1']	0.5	1.0
tramadol	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for tramadol? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6	['CYP2D6']	1.0	1.0
trametinib	G6PD	clinician	I want to give my patient trametinib. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	BRAF;NRAS;HRAS;KRAS	['BRAF', 'NRAS', 'HRAS', 'KRAS']	0.0	0.0
trametinib	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for trametinib? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	BRAF	['BRAF']	0.0	0.0
trimipramine	CYP2D6	clinician	I want to give my patient trimipramine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; CYP2C19; CYP1A2	['CYP2D6', 'CYP2C19', 'CYP1A2']	0.3333333333333333	1.0
trimipramine	CYP2D6;CYP2C19	clinician	I want to give my patient trimipramine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6;CYP2C19	CYP2C19;CYP2D6	['CYP2C19', 'CYP2D6']	1.0	1.0
trimipramine	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for trimipramine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; CYP2C19	['CYP2D6', 'CYP2C19']	0.5	1.0
trimipramine	CYP2D6;CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for trimipramine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6;CYP2C19	CYP2C19; CYP2D6	['CYP2C19', 'CYP2D6']	1.0	1.0
tropisetron	CYP2D6	clinician	I want to give my patient tropisetron. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6;ABCB1;CYP3A4	['CYP2D6', 'ABCB1', 'CYP3A4']	0.3333333333333333	1.0
tropisetron	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for tropisetron? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6	['CYP2D6']	1.0	1.0
venlafaxine	CYP2D6	clinician	I want to give my patient venlafaxine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6;CYP2C19;CYP2C9;CYP3A4;CYP1A2	['CYP2D6', 'CYP2C19', 'CYP2C9', 'CYP3A4', 'CYP1A2']	0.2	1.0
venlafaxine	CYP2B6;CYP2C19	clinician	I want to give my patient venlafaxine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2B6;CYP2C19	CYP2D6;CYP2C19;CYP3A4;CYP3A5;CYP1A2	['CYP2D6', 'CYP2C19', 'CYP3A4', 'CYP3A5', 'CYP1A2']	0.2	0.5
venlafaxine	CYP2C19	clinician	I want to give my patient venlafaxine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2D6;CYP2C19;CYP2C9;CYP3A4;CYP1A2	['CYP2D6', 'CYP2C19', 'CYP2C9', 'CYP3A4', 'CYP1A2']	0.2	1.0
venlafaxine	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for venlafaxine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; CYP2C19	['CYP2D6', 'CYP2C19']	0.5	1.0
venlafaxine	CYP2B6;CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for venlafaxine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2B6;CYP2C19	CYP2D6; CYP2C19	['CYP2D6', 'CYP2C19']	0.5	0.5
venlafaxine	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for venlafaxine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2D6; CYP2C19	['CYP2D6', 'CYP2C19']	0.5	1.0
vilazodone	CYP2D6	clinician	I want to give my patient vilazodone. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP3A4; CYP3A5; CYP2C19; CYP2D6; ABCB1	['CYP3A4', 'CYP3A5', 'CYP2C19', 'CYP2D6', 'ABCB1']	0.2	1.0
vilazodone	CYP2B6;CYP2C19	clinician	I want to give my patient vilazodone. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2B6;CYP2C19	CYP2C19;CYP3A4;CYP3A5;SLC6A4	['CYP2C19', 'CYP3A4', 'CYP3A5', 'SLC6A4']	0.25	0.5
vilazodone	CYP2C19	clinician	I want to give my patient vilazodone. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19;SLC6A4;HTR2A	['CYP2C19', 'SLC6A4', 'HTR2A']	0.3333333333333333	1.0
vilazodone	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for vilazodone? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2C19; CYP2D6	['CYP2C19', 'CYP2D6']	0.5	1.0
vilazodone	CYP2B6;CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for vilazodone? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2B6;CYP2C19	CYP2C19; CYP2D6	['CYP2C19', 'CYP2D6']	0.5	0.5
vilazodone	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for vilazodone? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19; CYP2D6	['CYP2C19', 'CYP2D6']	0.5	1.0
vitamin c	G6PD	clinician	I want to give my patient vitamin c. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	SLC23A1;SLC23A2	['SLC23A1', 'SLC23A2']	0.0	0.0
vitamin c	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for vitamin c? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	There are no genes with actionable pharmacogenetic guidelines specifically for vitamin C.	['There are no genes with actionable pharmacogenetic guidelines specifically for vitamin C.']	0.0	0.0
vitamin k	G6PD	clinician	I want to give my patient vitamin k. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	VKORC1;CYP2C9;CYP4F2;GGCX	['VKORC1', 'CYP2C9', 'CYP4F2', 'GGCX']	0.0	0.0
vitamin k	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for vitamin k? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	VKORC1;CYP2C9	['VKORC1', 'CYP2C9']	0.0	0.0
voriconazole	CYP2C19	clinician	I want to give my patient voriconazole. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19;CYP2C9;CYP3A4;CYP3A5	['CYP2C19', 'CYP2C9', 'CYP3A4', 'CYP3A5']	0.25	1.0
voriconazole	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for voriconazole? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19; CYP2C9; CYP3A4; CYP3A5	['CYP2C19', 'CYP2C9', 'CYP3A4', 'CYP3A5']	0.25	1.0
vortioxetine	CYP2D6	clinician	I want to give my patient vortioxetine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6;SLC6A4	['CYP2D6', 'SLC6A4']	0.5	1.0
vortioxetine	CYP2B6;CYP2C19	clinician	I want to give my patient vortioxetine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2B6;CYP2C19	CYP2D6;SLC6A4;HTR2A	['CYP2D6', 'SLC6A4', 'HTR2A']	0.0	0.0
vortioxetine	CYP2C19	clinician	I want to give my patient vortioxetine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2D6;CYP2C19	['CYP2D6', 'CYP2C19']	0.5	1.0
vortioxetine	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for vortioxetine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6	['CYP2D6']	1.0	1.0
vortioxetine	CYP2B6;CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for vortioxetine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2B6;CYP2C19	CYP2D6	['CYP2D6']	0.0	0.0
vortioxetine	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for vortioxetine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2D6	['CYP2D6']	0.0	0.0
