drug	genes	question	answer	incorrect_recommendations	concurring_recommendation	llm_answer	bert_score_precision_llm_vs_ref	bert_score_recall_llm_vs_ref	bert_score_f1_llm_vs_ref	bert_score_precision_llm_vs_concurring	bert_score_recall_llm_vs_concurring	bert_score_f1_llm_vs_concurring	oai_embedding_llm_vs_ref	oai_embedding_llm_vs_concurring	oai_embedding_llm_vs_counterfactual	negation_mpnet_llm_vs_ref	negation_mpnet_llm_vs_concurring	negation_mpnet_llm_vs_counterfactual	base_mpnet_llm_vs_ref	base_mpnet_llm_vs_concurring	base_mpnet_llm_vs_counterfactual	roberta_llm_vs_ref	roberta_llm_vs_concurring	roberta_llm_vs_counterfactual	gte_llm_vs_ref	gte_llm_vs_concurring	gte_llm_vs_counterfactual	gpt4_llm_vs_ref
pravastatin	SLCO1B1	What would be the clinical guidance for someone who is Possible Decreased Function for SLCO1B1 with regards to taking pravastatin? Give a 2-3 sentence summary.	Prescribe desired starting dose and adjust doses of pravastatin based on disease-specific guidelines. Prescriber should be aware of possible increased risk for myopathy with pravastatin especially with doses >40mg per day.	"['Avoid pravastatin. Take an alternate therapy.', 'Take pravastatin with a reduced dose.', 'Take pravastatin with an increased dose.']"	Proceed taking pravastatin as normal. There is no recommendation.	"For individuals with Possible Decreased Function in the SLCO1B1 gene, there is no significant change in pravastatin pharmacokinetics, as pravastatin is not extensively metabolized by the SLCO1B1 transporter. Therefore, standard dosing guidelines can be followed, but it's important to monitor the patient for efficacy and any potential side effects as usual."	0.06469762	0.14036144	0.10402469	tensor(-0.0876)	tensor(0.2633)	tensor(0.0622)	0.6241990772073350	0.5822972725473760	0.6912430173486500	0.5607095	0.55517083	0.56564283	0.6035312	0.57386935	0.5571235	0.54296035	0.54119265	0.52122015	0.48252928	0.5673712	0.6289818	1
primaquine	G6PD	What would be the clinical guidance for someone who is Deficient for G6PD with regards to taking primaquine? Give a 2-3 sentence summary.	"Avoid primaquine, except in the following cases where established expert consensus guidelines for the treatment of malaria should be followed: (1) Treating Plasmodium vivax or Plasmodium ovale malaria for radical cure of liver-stage infections: 0.75 mg/kg once weekly x8 weeks (WHO) or 45 mg once weekly x8 weeks (CDC) - with close monitoring for hemolysis; (2) Treating Plasmodium falciparum malaria by using primaquine single dose as a gametocytocide at 0.25 mg/kg (WHO) - without need for monitoring for hemolysis."	"['Proceed taking primaquine as normal. There is no recommendation.', 'Take primaquine with a reduced dose.', 'Take primaquine with an increased dose.']"	Avoid primaquine. Take an alternate therapy.	Individuals who are deficient in glucose-6-phosphate dehydrogenase (G6PD) should avoid taking primaquine due to the high risk of hemolytic anemia associated with this deficiency. Clinical guidelines recommend alternative treatment or prophylactic options for malaria that do not pose such a risk for G6PD-deficient patients. Consulting with a healthcare provider for a tailored approach is essential.	0.037384603	-0.033325065	0.0038863264	tensor(-0.0710)	tensor(0.3909)	tensor(0.1162)	0.6867498031691260	0.6039715359549480	0.6724824681073590	0.685627	0.5320837	0.59102464	0.7331559	0.48086303	0.66269284	0.73478556	0.6093348	0.58343875	0.57127595	0.64140815	0.5980694	0
primaquine	G6PD	What would be the clinical guidance for someone who is Indeterminate for G6PD with regards to taking primaquine? Give a 2-3 sentence summary.	"To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype."	"['Avoid primaquine. Take an alternate therapy.', 'Take primaquine with a reduced dose.', 'Take primaquine with an increased dose.']"	Proceed taking primaquine as normal. There is no recommendation.	"For patients with an indeterminate G6PD status, it is crucial to perform a confirmatory G6PD diagnostic test prior to initiating primaquine therapy, as G6PD deficiency can lead to hemolytic anemia when exposed to primaquine. If G6PD testing is not immediately available, alternative prophylactic or therapeutic options should be considered until a definitive G6PD status is determined to avoid potential adverse effects."	0.16324349	0.33625653	0.24659957	tensor(0.0295)	tensor(0.4254)	tensor(0.2012)	0.6760094560003820	0.5755285078621860	0.34136369992272400	0.65766513	0.64113814	0.30933174	0.6530765	0.67778075	0.24606328	0.65901107	0.5576	0.22139983	0.5809009	0.49970564	0.42473283	1
primaquine	G6PD	What would be the clinical guidance for someone who is Deficient with CNSHA for G6PD with regards to taking primaquine? Give a 2-3 sentence summary.	Avoid primaquine	"['Proceed taking primaquine as normal. There is no recommendation.', 'Take primaquine with a reduced dose.', 'Take primaquine with an increased dose.']"	Avoid primaquine. Take an alternate therapy.	"For individuals with glucose-6-phosphate dehydrogenase (G6PD) deficiency, particularly those with chronic nonspherocytic hemolytic anemia (CNSHA), it is generally recommended to avoid the use of primaquine due to the high risk of hemolysis. If primaquine is essential, it should be administered under strict medical supervision with close monitoring of hemoglobin levels and other signs of hemolytic anemia."	-0.13144541	0.38268304	0.07627873	tensor(-0.0598)	tensor(0.3691)	tensor(0.1064)	0.6079553987932910	0.5624607402325790	0.7518294203479640	0.65348417	0.54297256	0.7079004	0.6408552	0.61788994	0.7809514	0.65984416	0.6048277	0.7572219	0.6476193	0.6129045	0.7526333	1
primaquine	G6PD	What would be the clinical guidance for someone who is Normal for G6PD with regards to taking primaquine? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status	"['Avoid primaquine. Take an alternate therapy.', 'Take primaquine with a reduced dose.', 'Take primaquine with an increased dose.']"	Proceed taking primaquine as normal. There is no recommendation.	"For an individual who has a normal glucose-6-phosphate dehydrogenase (G6PD) enzyme level, primaquine can generally be prescribed without increased risk of hemolysis. Clinicians should still monitor the patient for any potential side effects, but the absence of G6PD deficiency indicates a lower risk of experiencing the severe hemolytic anemia that can be triggered by the drug in deficient individuals."	-0.07384761	0.20715255	0.053131264	tensor(-0.0050)	tensor(0.3939)	tensor(0.1672)	0.6494096418424960	0.612435908546768	0.3422806634857720	0.48030737	0.61459595	0.22781688	0.41742572	0.6517861	0.12922293	0.44928402	0.5785845	0.13366257	0.51025194	0.5311013	0.40272087	1
quinine	G6PD	What would be the clinical guidance for someone who is Deficient for G6PD with regards to taking quinine? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status at standard doses	"['Avoid quinine. Take an alternate therapy.', 'Take quinine with a reduced dose.', 'Take quinine with an increased dose.']"	Proceed taking quinine as normal. There is no recommendation.	"For individuals who are deficient in glucose-6-phosphate dehydrogenase (G6PD), the use of quinine should be approached with caution due to the risk of hemolytic anemia. Clinical guidance typically recommends avoiding quinine or using it under strict medical supervision with close monitoring for signs of hemolysis. Always consult a healthcare provider for personalized advice and alternative treatment options."	-0.040718667	0.15064374	0.050123658	tensor(-0.0130)	tensor(0.4890)	tensor(0.1948)	0.591193343232363	0.6081383993319290	0.40341314945507400	0.5997885	0.70106083	0.37275577	0.5914203	0.7563459	0.29598364	0.5790797	0.59900665	0.34505847	0.53905046	0.5609853	0.4272391	0
quinine	G6PD	What would be the clinical guidance for someone who is Indeterminate for G6PD with regards to taking quinine? Give a 2-3 sentence summary.	"To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype."	"['Avoid quinine. Take an alternate therapy.', 'Take quinine with a reduced dose.', 'Take quinine with an increased dose.']"	Proceed taking quinine as normal. There is no recommendation.	"For individuals with an indeterminate G6PD status, caution is advised when prescribing quinine. Although the patient is not confirmed to have G6PD deficiency, it is recommended to monitor for hemolytic reactions closely, as quinine can trigger hemolysis in G6PD-deficient patients. Alternative medications should be considered if possible, and further testing for G6PD deficiency may be warranted to clarify the genotype."	0.18650743	0.30972412	0.247607	tensor(-0.0586)	tensor(0.3786)	tensor(0.1259)	0.6666000053939810	0.6039493291173750	0.36090126421286500	0.51600933	0.6820333	0.3010217	0.58087075	0.71383536	0.2621999	0.6436909	0.45991284	0.2058315	0.58026063	0.5034926	0.40939176	0
quinine	G6PD	What would be the clinical guidance for someone who is Deficient with CNSHA for G6PD with regards to taking quinine? Give a 2-3 sentence summary.	"Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended"	"['Avoid quinine. Take an alternate therapy.', 'Take quinine with a reduced dose.', 'Take quinine with an increased dose.']"	Proceed taking quinine as normal. There is no recommendation.	"For individuals with G6PD (glucose-6-phosphate dehydrogenase) deficiency and chronic non-spherocytic hemolytic anemia (CNSHA), quinine use should generally be avoided due to the high risk of triggering hemolysis. Alternative treatments should be considered, and any drug use must be carefully monitored by a physician to manage potential hemolytic episodes effectively."	0.029494878	0.20249106	0.112668425	tensor(-0.1041)	tensor(0.3846)	tensor(0.0964)	0.49933064513547200	0.5577852889519230	0.4460725527105970	0.6164971	0.6766581	0.5309316	0.51686937	0.7250854	0.43043858	0.47878686	0.55337465	0.32792756	0.5792093	0.5346851	0.4810313	0
quinine	G6PD	What would be the clinical guidance for someone who is Normal for G6PD with regards to taking quinine? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status	"['Avoid quinine. Take an alternate therapy.', 'Take quinine with a reduced dose.', 'Take quinine with an increased dose.']"	Proceed taking quinine as normal. There is no recommendation.	"For individuals with a normal G6PD enzyme level, there are generally no increased risks of hemolytic anemia when taking quinine, a drug that can cause oxidative stress in those with G6PD deficiency. Thus, these individuals can use quinine for appropriate indications, such as the treatment of malaria or nocturnal leg cramps, according to standard clinical guidelines. Always consider consulting with a healthcare provider for personalized advice and to ensure there are no other contraindications or drug interactions."	-0.12883179	0.21036254	0.019369068	tensor(-0.1267)	tensor(0.3174)	tensor(0.0570)	0.6219453268657600	0.6390011783765460	0.3492633013539160	0.54484916	0.6628379	0.23936793	0.41946006	0.7552942	0.15713121	0.45979062	0.5475123	0.1129773	0.5639204	0.5624585	0.35749537	1
rasburicase	G6PD	What would be the clinical guidance for someone who is Deficient for G6PD with regards to taking rasburicase? Give a 2-3 sentence summary.	Avoid use	"['Proceed taking rasburicase as normal. There is no recommendation.', 'Take rasburicase with a reduced dose.', 'Take rasburicase with an increased dose.']"	Avoid rasburicase. Take an alternate therapy.	"For individuals with glucose-6-phosphate dehydrogenase (G6PD) deficiency, rasburicase is contraindicated due to the high risk of severe hemolysis and methemoglobinemia. Clinical guidelines strongly advise against the use of rasburicase in G6PD-deficient patients, and alternative treatments should be considered."	-0.2627547	0.08118992	-0.115585305	tensor(-0.0043)	tensor(0.3256)	tensor(0.1223)	0.26506966271787600	0.6406222537442000	0.2839277760305200	0.34989217	0.59938115	0.37148455	0.20727597	0.60489017	0.24142145	0.1269071	0.6479592	0.19576238	0.39783305	0.57876563	0.514625	1
rasburicase	G6PD	What would be the clinical guidance for someone who is Indeterminate for G6PD with regards to taking rasburicase? Give a 2-3 sentence summary.	"To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype."	"['Avoid rasburicase. Take an alternate therapy.', 'Take rasburicase with a reduced dose.', 'Take rasburicase with an increased dose.']"	Proceed taking rasburicase as normal. There is no recommendation.	"For an individual determined to be Indeterminate for G6PD deficiency, caution is advised with the use of rasburicase. Rasburicase can cause severe hemolysis in patients with G6PD deficiency; therefore, alternative medications should be considered, and if rasburicase is deemed necessary, close monitoring for signs of hemolysis is essential."	0.11155176	0.26190248	0.18488193	tensor(0.0324)	tensor(0.3850)	tensor(0.1881)	0.625655606583228	0.5856074909313860	0.3553725166493300	0.5671847	0.6199912	0.3348372	0.6133241	0.6262911	0.3250966	0.63678956	0.52188015	0.30013254	0.49676043	0.44162017	0.4022239	0
rasburicase	G6PD	What would be the clinical guidance for someone who is Deficient with CNSHA for G6PD with regards to taking rasburicase? Give a 2-3 sentence summary.	Avoid use	"['Proceed taking rasburicase as normal. There is no recommendation.', 'Take rasburicase with a reduced dose.', 'Take rasburicase with an increased dose.']"	Avoid rasburicase. Take an alternate therapy.	"For individuals with Glucose-6-Phosphate Dehydrogenase (G6PD) deficiency, particularly those with Chronic Nonspherocytic Hemolytic Anemia (CNSHA), the clinical guidance strongly advises against the use of rasburicase. This is due to the significant risk of severe hemolytic anemia and methemoglobinemia, as these patients are unable to adequately protect their red blood cells from oxidative stress induced by rasburicase. Alternative treatments should be considered for managing conditions like tumor lysis syndrome in these patients."	-0.29703185	0.08953301	-0.13632566	tensor(-0.0975)	tensor(0.3101)	tensor(0.0573)	0.28483285041775100	0.6526762749193530	0.2839277760305200	0.3602755	0.5459316	0.37148455	0.11947101	0.55836755	0.24142145	0.14168364	0.60907376	0.19576238	0.4514191	0.6091491	0.514625	1
rasburicase	G6PD	What would be the clinical guidance for someone who is Normal for G6PD with regards to taking rasburicase? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status	"['Avoid rasburicase. Take an alternate therapy.', 'Take rasburicase with a reduced dose.', 'Take rasburicase with an increased dose.']"	Proceed taking rasburicase as normal. There is no recommendation.	"For an individual who is normal for glucose-6-phosphate dehydrogenase (G6PD) activity, there are no special precautions required concerning the use of rasburicase. Rasburicase is contraindicated in individuals with G6PD deficiency due to the risk of hemolysis and methemoglobinemia, but those with normal G6PD activity can use the drug as per standard guidelines without additional risk."	-0.04140608	0.17520855	0.05998047	tensor(-0.0575)	tensor(0.3666)	tensor(0.1225)	0.6058446299228000	0.6432167131790670	0.37730619282423900	0.5958465	0.7018402	0.3315364	0.49320257	0.71491027	0.21088675	0.3739997	0.61495835	0.08789234	0.5327532	0.551501	0.37661874	1
ribostamycin	MT-RNR1	What would be the clinical guidance for someone who is increased risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking ribostamycin? Give a 2-3 sentence summary.	Avoid aminoglycoside anitbiotics unless the high risk of permanent hearing loss is outweighed by the severity of infection and lack of safe or effective alternative therapies.	"['Proceed taking ribostamycin as normal. There is no recommendation.', 'Take ribostamycin with a reduced dose.', 'Take ribostamycin with an increased dose.']"	Avoid ribostamycin. Take an alternate therapy.	"For individuals with genetic variants in the MT-RNR1 gene that increase the risk of aminoglycoside-induced hearing loss, clinical guidance would advise against the use of aminoglycosides, including ribostamycin, due to their potential for causing irreversible ototoxicity. Alternative antibiotics that do not carry the same risk of hearing impairment should be considered for these patients."	0.14653854	0.18925719	0.17000024	tensor(-0.0561)	tensor(0.2841)	tensor(0.0763)	0.7306995425691870	0.5734468158420480	0.42998007778263200	0.80124575	0.56876796	0.5759598	0.76626766	0.56623876	0.51095366	0.79456013	0.5266168	0.48602897	0.64761597	0.61663795	0.5290406	1
ribostamycin	MT-RNR1	What would be the clinical guidance for someone who is normal risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking ribostamycin? Give a 2-3 sentence summary.	Use aminoglycoside antibiotics at standard doses for the shortest feasible course with therapeutic dose monitoring. Evaluate regularly for hearing loss in line with local guidance.	"['Avoid ribostamycin. Take an alternate therapy.', 'Take ribostamycin with a reduced dose.', 'Take ribostamycin with an increased dose.']"	Proceed taking ribostamycin as normal. There is no recommendation.	"Individuals classified as normal risk for MT-RNR1-associated aminoglycoside-induced hearing loss can generally proceed with standard dosing of ribostamycin, barring other contraindications. Clinical guidance typically does not necessitate special precautions for these patients, but it remains essential to monitor auditory function during treatment, as aminoglycosides can still cause ototoxicity through non-genetic mechanisms."	0.030729383	0.20925382	0.116290346	tensor(-0.0517)	tensor(0.3448)	tensor(0.1187)	0.664795076308541	0.6139813387465270	0.4588290853702600	0.63904965	0.58450437	0.5580528	0.6680762	0.53446716	0.5625482	0.7264086	0.41768244	0.54661757	0.61915267	0.59568506	0.55963165	1
ribostamycin	MT-RNR1	What would be the clinical guidance for someone who is uncertain risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking ribostamycin? Give a 2-3 sentence summary.	Use aminoglycoside antibiotics at standard doses for the shortest feasible course with therapeutic dose monitoring. Evaluate regularly for hearing loss in line with local guidance.	"['Avoid ribostamycin. Take an alternate therapy.', 'Take ribostamycin with a reduced dose.', 'Take ribostamycin with an increased dose.']"	Proceed taking ribostamycin as normal. There is no recommendation.	"For individuals with an uncertain risk of aminoglycoside-induced hearing loss due to MT-RNR1 gene variants, using ribostamycin should be approached with caution. Clinical guidance recommends genetic testing for MT-RNR1 variants before considering aminoglycoside therapy, as certain MT-RNR1 mutations (e.g., m.1555A>G) significantly increase the risk of ototoxicity. In cases where such mutations are present, alternative antibiotics that do not pose a risk of ototoxicity should be considered."	-0.028782161	0.15401708	0.058466665	tensor(-0.0993)	tensor(0.3909)	tensor(0.1019)	0.5769674661836640	0.5398179081344910	0.4588290853702600	0.4814654	0.525957	0.5580528	0.668433	0.5652725	0.5625482	0.69858634	0.4514002	0.54661757	0.51780146	0.45850843	0.55963165	0
rosuvastatin	ABCG2;SLCO1B1	What would be the clinical guidance for someone who is Normal Function for ABCG2 and Increased Function for SLCO1B1 with regards to taking rosuvastatin? Give a 2-3 sentence summary.	Prescribe desired starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines.	"['Avoid rosuvastatin. Take an alternate therapy.', 'Take rosuvastatin with a reduced dose.', 'Take rosuvastatin with an increased dose.']"	Proceed taking rosuvastatin as normal. There is no recommendation.	"For someone with normal function of the ABCG2 gene and increased function of the SLCO1B1 gene, the usual dosing guidelines for rosuvastatin can be followed. Normal ABCG2 function suggests typical rosuvastatin disposition, while increased SLCO1B1 function may lead to enhanced hepatic uptake and lower plasma concentrations of the drug, potentially reducing the risk for statin-related adverse effects. Regular monitoring and dose adjustments should be conducted based on clinical response and lipid levels."	0.022494098	0.27222732	0.13782309	tensor(-0.0869)	tensor(0.2915)	tensor(0.0744)	0.6002778752053050	0.5705112485377300	0.6384760880715510	0.65211505	0.5170836	0.57925487	0.7148907	0.6689951	0.6854539	0.6168792	0.53462017	0.56083727	0.6293214	0.58134836	0.7288876	1
rosuvastatin	ABCG2;SLCO1B1	What would be the clinical guidance for someone who is Normal Function for ABCG2 and Decreased Function for SLCO1B1 with regards to taking rosuvastatin? Give a 2-3 sentence summary.	Prescribe desired starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines. Prescriber should be aware of possible increased risk for myopathy especially for doses >20mg.	"['Avoid rosuvastatin. Take an alternate therapy.', 'Take rosuvastatin with a reduced dose.', 'Take rosuvastatin with an increased dose.']"	Proceed taking rosuvastatin as normal. There is no recommendation.	"For an individual with normal function of the ABCG2 gene and decreased function of the SLCO1B1 gene, starting rosuvastatin at a lower dose may be advisable to mitigate the risk of increased drug exposure and potential muscle toxicity associated with reduced SLCO1B1 function. Monitoring for any adverse effects and adjusting the dose based on clinical response and tolerance is recommended."	0.12866144	0.2603545	0.19364518	tensor(-0.0570)	tensor(0.3942)	tensor(0.1181)	0.6700254989143070	0.6018602834054640	0.6818171917651370	0.6663913	0.61959654	0.59519106	0.6939868	0.7320687	0.6004795	0.5656674	0.5695646	0.52457887	0.6516862	0.5744261	0.62280756	0
rosuvastatin	ABCG2;SLCO1B1	What would be the clinical guidance for someone who is Decreased Function for ABCG2 and Normal Function for SLCO1B1 with regards to taking rosuvastatin? Give a 2-3 sentence summary.	Prescribe desired starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines.	"['Avoid rosuvastatin. Take an alternate therapy.', 'Take rosuvastatin with a reduced dose.', 'Take rosuvastatin with an increased dose.']"	Proceed taking rosuvastatin as normal. There is no recommendation.	"For a patient with Decreased Function in ABCG2 and Normal Function in SLCO1B1, the clinical guidance would typically include consideration for a lower starting dose of rosuvastatin. Individuals with decreased ABCG2 function may have higher plasma concentrations of the drug, which increases the risk of statin-associated muscle symptoms. Therefore, monitoring for adverse effects is also recommended."	0.030158265	0.25515735	0.13536583	tensor(-0.0385)	tensor(0.4469)	tensor(0.1575)	0.6063376947639570	0.541894239942932	0.6384760880715510	0.5908928	0.5121959	0.57925487	0.6231562	0.6527338	0.6854539	0.5451863	0.56976277	0.56083727	0.65925515	0.57998073	0.7288876	0
rosuvastatin	ABCG2;SLCO1B1	What would be the clinical guidance for someone who is Decreased Function for ABCG2 and No Result for SLCO1B1 with regards to taking rosuvastatin? Give a 2-3 sentence summary.	"Based on ABCG2 status, prescribe desired starting dose and adjust doses of rosuvastatin based on disease-specific guidelines and specific population guidelines. SLCO1B1 genotype result is not available."	"['Avoid rosuvastatin. Take an alternate therapy.', 'Take rosuvastatin with a reduced dose.', 'Take rosuvastatin with an increased dose.']"	Proceed taking rosuvastatin as normal. There is no recommendation.	"For an individual with decreased function of the ABCG2 gene and no result for SLCO1B1, the clinical guidance would suggest using the lowest possible starting dose of rosuvastatin. This is due to the potential for increased plasma levels of the drug, which could elevate the risk of adverse effects such as myopathy. Regular monitoring and potential dose adjustments should also be considered."	0.16008297	0.33757064	0.24539478	tensor(-0.0481)	tensor(0.4013)	tensor(0.1288)	0.8393383182146700	0.5650244511494560	0.6080700901264000	0.74064714	0.6259573	0.5556931	0.8738948	0.7177611	0.67374545	0.7931211	0.60517347	0.5022805	0.8081214	0.58178085	0.5781394	0
sertraline	CYP2B6;CYP2C19	What would be the clinical guidance for someone who is No Result for CYP2B6 and Indeterminate for CYP2C19 with regards to taking sertraline? Give a 2-3 sentence summary.	No recommendation	"['Avoid sertraline. Take an alternate therapy.', 'Take sertraline with a reduced dose.', 'Take sertraline with an increased dose.']"	Proceed taking sertraline as normal. There is no recommendation.	"For a patient with indeterminate CYP2C19 and no available results for CYP2B6, clinicians generally do not make modifications to the standard dosing of sertraline based on pharmacogenomic data, given the lack of conclusive information. The standard approach would involve starting with the typical initial dose, while closely monitoring the patient for efficacy and adverse effects, and adjusting the dose as needed based on clinical response."	-0.25365284	0.0073718857	-0.13648365	tensor(-0.0511)	tensor(0.4032)	tensor(0.1237)	0.24884538775451700	0.5732883714845020	0.2593680525263900	0.18538854	0.60618126	0.18537726	0.031043425	0.6447415	0.12365695	6.697513E-05	0.5265137	0.10507219	0.28893077	0.618928	0.46661776	1
sertraline	CYP2B6;CYP2C19	What would be the clinical guidance for someone who is Ultrarapid Metabolizer for CYP2B6 and No Result for CYP2C19 with regards to taking sertraline? Give a 2-3 sentence summary.	Initiate therapy with recommended starting dose.	"['Avoid sertraline. Take an alternate therapy.', 'Take sertraline with a reduced dose.', 'Take sertraline with an increased dose.']"	Proceed taking sertraline as normal. There is no recommendation.	"For patients who are ultrarapid metabolizers of CYP2B6 and have no available results for CYP2C19, the clinical guidance for sertraline use would generally focus on careful monitoring for efficacy and adverse effects, as CYP2B6 is not the primary enzyme metabolizing sertraline, but may have a secondary role. Because CYP2C19 partially metabolizes sertraline, the absence of CYP2C19 results warrants close observation and potential dose adjustments based on clinical response and tolerability."	-0.20679705	0.16517076	-0.04852996	tensor(-0.0672)	tensor(0.3111)	tensor(0.0938)	0.31462075190792300	0.5614817913941550	0.5148237579923570	0.27147502	0.5942699	0.44890946	0.32416204	0.62440115	0.4409128	0.29247126	0.53181636	0.4584697	0.33943963	0.57347137	0.65532905	0
sertraline	CYP2B6;CYP2C19	What would be the clinical guidance for someone who is Indeterminate for CYP2B6 and Ultrarapid Metabolizer for CYP2C19 with regards to taking sertraline? Give a 2-3 sentence summary.	Initiate therapy with recommended starting dose.	"['Avoid sertraline. Take an alternate therapy.', 'Take sertraline with a reduced dose.', 'Take sertraline with an increased dose.']"	Proceed taking sertraline as normal. There is no recommendation.	"For a patient who is Indeterminate for CYP2B6 and an Ultrarapid Metabolizer for CYP2C19, clinical guidance for taking sertraline suggests careful monitoring. The ultrarapid metabolism by CYP2C19 may lead to lower plasma levels of sertraline, potentially reducing its efficacy. Dose adjustments or alternative therapies may be considered based on the patient's response and tolerability."	-0.1588574	0.19897419	-0.0044903196	tensor(-0.0301)	tensor(0.4268)	tensor(0.1619)	0.38056195477908200	0.5987162572819300	0.5148237579923570	0.40446237	0.6119635	0.44890946	0.37135854	0.67002964	0.4409128	0.36414987	0.52209544	0.4584697	0.3941835	0.6141253	0.65532905	0
sertraline	CYP2B6;CYP2C19	What would be the clinical guidance for someone who is Rapid Metabolizer for CYP2B6 and No Result for CYP2C19 with regards to taking sertraline? Give a 2-3 sentence summary.	Initiate therapy with recommended starting dose.	"['Avoid sertraline. Take an alternate therapy.', 'Take sertraline with a reduced dose.', 'Take sertraline with an increased dose.']"	Proceed taking sertraline as normal. There is no recommendation.	"For a patient who is a rapid metabolizer of CYP2B6 and has no available result for CYP2C19, clinical guidance typically suggests starting sertraline at the standard recommended dose. Monitoring for efficacy and adverse effects is important, as higher metabolic activity may lead to a quicker metabolism of the drug, potentially requiring dosage adjustments based on clinical response."	-0.09461384	0.28813708	0.0699749	tensor(-0.0391)	tensor(0.4433)	tensor(0.1577)	0.48884384385225600	0.6051956641499730	0.5148237579923570	0.54660773	0.5921924	0.44890946	0.5032355	0.69388086	0.4409128	0.52372336	0.60693324	0.4584697	0.5252611	0.63997245	0.65532905	1
sevoflurane	RYR1;CACNA1S	What would be the clinical guidance for someone who is No Result for RYR1 and Malignant Hyperthermia Susceptibility for CACNA1S with regards to taking sevoflurane? Give a 2-3 sentence summary.	"Based on CACNA1S status, halogenated volatile anesthetics or the depolarizing muscle relaxant succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). They should not be used, except in extraordinary circumstances where the benefits outweigh the risks. In general, alternative anesthetics are widely available and effective in patients with MHS."	"['Proceed taking sevoflurane as normal. There is no recommendation.', 'Take sevoflurane with a reduced dose.', 'Take sevoflurane with an increased dose.']"	Avoid sevoflurane. Take an alternate therapy.	"If a patient shows a ""No Result"" for the RYR1 gene and is ""Susceptible"" for malignant hyperthermia (MH) due to a variant in the CACNA1S gene, the use of sevoflurane should be avoided. Sevoflurane is a known trigger for MH, and alternative anesthetics that do not pose a risk for MH, such as non-triggering intravenous agents, are recommended. Proper precautions and preparations for treating MH should be in place if the use of sevoflurane cannot be avoided."	0.14714965	0.20017251	0.17556094	tensor(-0.0961)	tensor(0.2585)	tensor(0.0475)	0.6851781479798000	0.5767270264443040	0.4197885345178330	0.7804117	0.59352916	0.52355206	0.7708448	0.51922935	0.34792435	0.7624638	0.5632755	0.39408535	0.65887004	0.5831407	0.5044889	1
sevoflurane	RYR1;CACNA1S	What would be the clinical guidance for someone who is Malignant Hyperthermia Susceptibility for RYR1 and Malignant Hyperthermia Susceptibility for CACNA1S with regards to taking sevoflurane? Give a 2-3 sentence summary.	"Halogenated volatile anesthetics or the depolarizing muscle relaxant succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). They should not be used, except in extraordinary circumstances where the benefits outweigh the risks. In general, alternative anesthetics are widely available and effective in patients with MHS."	"['Proceed taking sevoflurane as normal. There is no recommendation.', 'Take sevoflurane with a reduced dose.', 'Take sevoflurane with an increased dose.']"	Avoid sevoflurane. Take an alternate therapy.	Individuals with Malignant Hyperthermia Susceptibility (MHS) due to mutations in the RYR1 or CACNA1S genes are at increased risk for potentially life-threatening reactions when exposed to triggering agents like sevoflurane. Clinical guidance recommends avoiding the use of sevoflurane in these patients and opting for non-triggering anesthetics to prevent malignant hyperthermia episodes.	0.17245705	0.21284953	0.19472535	tensor(-0.0665)	tensor(0.2713)	tensor(0.0739)	0.7132078821488660	0.47248549485170100	0.40272085978541400	0.70381534	0.5905748	0.48602018	0.71518296	0.55673105	0.36936644	0.7456022	0.5068601	0.4177194	0.6346284	0.58656514	0.50798446	1
